Timestamp,Voltage (V),Current (A),Power (W),Resistance (Ω),Capacity used (mAh),Discharge Time (s)
2025-03-01 14:36:04,4.179012,0,0,0,0,0
2025-03-01 14:36:05,4.180309,0,0,0,0,0
2025-03-01 14:36:06,4.180890,0,0,0,0,0
2025-03-01 14:36:07,4.180756,0,0,0,0,0
2025-03-01 14:36:08,4.180130,0,0,0,0,0
2025-03-01 14:36:09,4.163766,0.997391,4.138658,4.159660,0,0
2025-03-01 14:36:10,4.146642,0.997003,4.136242,4.158119,0,1
2025-03-01 14:36:12,4.146284,0.997169,4.133448,4.158402,0,2
2025-03-01 14:36:13,4.144585,0.997462,4.133770,4.155684,0,3
2025-03-01 14:36:14,4.142215,0.996742,4.129815,4.155968,1,4
2025-03-01 14:36:15,4.141992,0.997320,4.133627,4.155353,1,5
2025-03-01 14:36:16,4.143780,0.997501,4.136510,4.152230,1,6
2025-03-01 14:36:17,4.144227,0.997517,4.133448,4.155106,1,7
2025-03-01 14:36:18,4.141768,0.997707,4.131514,4.152260,2,8
2025-03-01 14:36:19,4.141142,0.997644,4.130846,4.152184,2,9
2025-03-01 14:36:20,4.141232,0.997494,4.128966,4.151409,3,11
2025-03-01 14:36:21,4.138906,0.997177,4.126338,4.152407,3,12
2025-03-01 14:36:23,4.137878,0.996940,4.125965,4.149687,3,13
2025-03-01 14:36:24,4.135687,0.997430,4.128206,4.148118,3,14
2025-03-01 14:36:25,4.137163,0.997486,4.125535,4.147919,4,15
2025-03-01 14:36:26,4.136447,0.997652,4.127510,4.148218,4,16
2025-03-01 14:36:27,4.136895,0.997549,4.127162,4.149979,4,17
2025-03-01 14:36:28,4.138102,0.997644,4.129134,4.145494,4,18
2025-03-01 14:36:29,4.135509,0.997810,4.128462,4.148569,5,19
2025-03-01 14:36:30,4.136761,0.997280,4.126092,4.146626,5,20
2025-03-01 14:36:31,4.137431,0.997470,4.123555,4.145290,6,22
2025-03-01 14:36:32,4.132871,0.997438,4.125247,4.143722,6,23
2025-03-01 14:36:34,4.132781,0.997098,4.118934,4.144484,6,24
2025-03-01 14:36:35,4.133228,0.997478,4.121222,4.143931,6,25
2025-03-01 14:36:36,4.131574,0.997074,4.121103,4.141585,7,26
2025-03-01 14:36:37,4.131127,0.997549,4.121067,4.142204,7,27
2025-03-01 14:36:38,4.132468,0.998024,4.124355,4.142426,7,28
2025-03-01 14:36:39,4.133988,0.997936,4.126730,4.142346,8,29
2025-03-01 14:36:40,4.133765,0.998134,4.123826,4.142855,8,30
2025-03-01 14:36:41,4.130278,0.997517,4.120891,4.141723,8,31
2025-03-01 14:36:42,4.132379,0.997596,4.121691,4.141931,9,33
2025-03-01 14:36:43,4.128847,0.997138,4.118195,4.141646,9,34
2025-03-01 14:36:45,4.127460,0.997320,4.117533,4.140539,9,35
2025-03-01 14:36:46,4.128310,0.997327,4.119146,4.140273,9,36
2025-03-01 14:36:47,4.129249,0.997509,4.118141,4.141192,10,37
2025-03-01 14:36:48,4.127997,0.997407,4.118355,4.139975,10,38
2025-03-01 14:36:49,4.130367,0.997438,4.120511,4.140531,10,39
2025-03-01 14:36:50,4.130948,0.997723,4.119682,4.135966,11,40
2025-03-01 14:36:51,4.129875,0.997699,4.119049,4.138051,11,41
2025-03-01 14:36:52,4.128802,0.997628,4.121112,4.138017,11,42
2025-03-01 14:36:53,4.128399,0.997541,4.120044,4.135196,12,44
