Timestamp,Voltage (V),Current (A),Power (W),Resistance (Ω),Capacity used (mAh),Discharge Time (s)
2025-03-02 11:50:37,4.182142,0,0,0,0,0
2025-03-02 11:50:38,4.180934,0,0,0,0,0
2025-03-02 11:50:39,4.180488,0,0,0,0,0
2025-03-02 11:50:40,4.180532,0,0,0,0,0
2025-03-02 11:50:41,4.180488,0,0,0,0,0
2025-03-02 11:50:42,4.128042,4.909173,20.092215,0.804252,0,0
2025-03-02 11:50:44,4.006966,4.997672,20.027370,0.801446,1,1
2025-03-02 11:50:45,4.002405,4.998067,20.010221,0.800936,2,2
2025-03-02 11:50:46,3.996995,4.998407,19.977051,0.799575,4,3
2025-03-02 11:50:47,3.993597,4.998368,19.961397,0.798912,5,4
2025-03-02 11:50:48,3.990065,4.998502,19.937265,0.798143,6,5
2025-03-02 11:50:49,3.986533,4.998265,19.920584,0.797345,8,6
2025-03-02 11:50:50,3.984744,4.998589,19.903261,0.796898,9,7
2025-03-02 11:50:51,3.977591,4.997530,19.883175,0.795765,11,8
2025-03-02 11:50:52,3.973120,4.997324,19.860985,0.795099,12,9
2025-03-02 11:50:53,3.971510,4.997727,19.842175,0.794776,13,10
2025-03-02 11:50:54,3.966368,4.997521,19.820007,0.793955,16,12
2025-03-02 11:50:56,3.966413,4.997775,19.819702,0.793413,18,13
2025-03-02 11:50:57,3.963686,4.998478,19.822472,0.793456,19,14
2025-03-02 11:50:58,3.961853,4.998273,19.805079,0.792703,20,15
2025-03-02 11:50:59,3.960288,4.998471,19.792097,0.792382,22,16
2025-03-02 11:51:00,3.957829,4.998819,19.780605,0.791940,23,17
2025-03-02 11:51:01,3.955056,4.998439,19.773396,0.791491,24,18
2025-03-02 11:51:02,3.948663,4.998067,19.749573,0.790506,26,19
2025-03-02 11:51:03,3.948797,4.998376,19.738411,0.790056,27,20
2025-03-02 11:51:04,3.947634,4.997592,19.725109,0.789778,29,22
2025-03-02 11:51:06,3.946427,4.997158,19.714310,0.789638,31,23
2025-03-02 11:51:07,3.943342,4.997727,19.712687,0.789271,33,24
2025-03-02 11:51:08,3.945041,4.998384,19.714048,0.789370,34,25
2025-03-02 11:51:09,3.942806,4.998471,19.706964,0.788851,36,26
2025-03-02 11:51:10,3.941867,4.998668,19.703302,0.788545,37,27
2025-03-02 11:51:11,3.939944,4.998241,19.695225,0.788309,38,28
2025-03-02 11:51:12,3.937351,4.998051,19.674824,0.787693,40,29
2025-03-02 11:51:13,3.936144,4.997814,19.662813,0.787322,41,30
2025-03-02 11:51:14,3.934400,4.997996,19.657133,0.787071,43,31
2025-03-02 11:51:15,3.931896,4.997466,19.652943,0.786614,44,32
2025-03-02 11:51:16,3.929840,4.998083,19.643414,0.786299,47,34
2025-03-02 11:51:18,3.929393,4.997632,19.635321,0.786071,48,35
2025-03-02 11:51:19,3.927604,4.997893,19.635565,0.786126,49,36
2025-03-02 11:51:20,3.929080,4.998123,19.632330,0.785719,51,37
2025-03-02 11:51:21,3.926397,4.998344,19.625408,0.785519,52,38
2025-03-02 11:51:22,3.925637,4.998147,19.626179,0.785539,54,39
2025-03-02 11:51:23,3.924340,4.998550,19.611002,0.784850,55,40
